Date,Price,Open,High,Low,Vol.,Change %
11-Apr-12,151.86,148,152.64,148,101.90K,1.79%
10-Apr-12,149.19,150.29,150.29,148.22,78.21K,-0.65%
9-Apr-12,150.16,152.59,152.68,149.51,47.99K,-2.62%
4-Apr-12,154.2,154.43,155.53,152.87,89.40K,0.24%
3-Apr-12,153.83,154.57,155.17,152.87,80.34K,0.12%
2-Apr-12,153.65,150.75,154.15,150.02,142.85K,2.73%
30-Mar-12,149.56,149.83,151.58,149.01,306.04K,0.03%
29-Mar-12,149.51,148.18,150.57,147.26,193.93K,0.43%
28-Mar-12,148.87,150.57,151.21,148.09,94.39K,-1.61%
27-Mar-12,151.3,153.65,153.97,149.65,99.94K,-0.55%
26-Mar-12,152.13,156.87,156.87,151.67,135.52K,-3.53%
23-Mar-12,157.69,157.19,158.93,156.87,56.51K,0.20%
22-Mar-12,157.37,161.46,162.24,156.36,82.23K,-2.31%
21-Mar-12,161.09,157.23,161.46,157.23,84.19K,1.36%
20-Mar-12,158.93,157.92,159.76,155.67,87.89K,0.70%
19-Mar-12,157.83,159.85,160.59,157,77.24K,-0.58%
16-Mar-12,158.75,164.91,166.84,158.01,205.90K,-3.82%
15-Mar-12,165.05,162.79,165.46,162.7,709.51K,1.13%
14-Mar-12,163.21,160.86,163.62,160.4,172.38K,2.63%
13-Mar-12,159.03,159.03,160.59,158.38,154.91K,0.38%
12-Mar-12,158.43,160.86,160.86,156.73,104.18K,-0.72%
9-Mar-12,159.58,158.11,160.73,156.41,126.99K,2.03%
7-Mar-12,156.41,159.94,160.13,156.08,140.07K,-2.41%
6-Mar-12,160.27,161.09,165.05,159.21,81.54K,-0.91%
5-Mar-12,161.74,163.44,163.62,160.45,69.47K,-1.29%
3-Mar-12,163.85,163.76,165.37,163.16,11.18K,-0.19%
2-Mar-12,164.17,163.58,165.87,162.24,165.23K,1.33%
1-Mar-12,162.01,167.21,167.62,160.86,170.72K,-2.54%
29-Feb-12,166.24,166.75,168.68,165.05,119.67K,0.44%
28-Feb-12,165.51,167.3,168.86,164.95,145.85K,-0.36%
27-Feb-12,166.1,168.26,169.96,161.88,245.56K,-1.53%
24-Feb-12,168.68,170.06,172.63,167.53,134.93K,-0.65%
23-Feb-12,169.78,167.34,170.52,165.78,165.63K,1.15%
22-Feb-12,167.85,169.64,172.31,166.47,100.27K,-1.91%
21-Feb-12,171.11,172.35,174.47,170.15,191.27K,-0.80%
17-Feb-12,172.49,170.06,174.93,170.06,440.00K,2.31%
16-Feb-12,168.59,169.14,170.56,168.22,232.32K,0.66%
15-Feb-12,167.48,166.84,169.14,165.46,256.75K,0.52%
14-Feb-12,166.61,165.69,168.26,165.46,122.59K,-0.03%
13-Feb-12,166.66,164.72,167.3,164.72,132.71K,0.81%
10-Feb-12,165.32,165.32,166.7,163.85,121.32K,0.00%
9-Feb-12,165.32,163.35,166.1,162.56,189.50K,1.61%
8-Feb-12,162.7,161.6,164.08,161.09,109.28K,0.86%
7-Feb-12,161.32,161.09,163.81,160.4,109.65K,-1.21%
6-Feb-12,163.3,162.11,163.9,160.4,191.21K,0.77%
3-Feb-12,162.06,157.65,162.61,157.28,208.50K,2.71%
