Date,Actual,Predicted
2018-07-10,184.05,197.22012855486366
2018-07-11,182.9,197.21066048394695
2018-07-12,182.6,197.15287651669368
2018-07-13,181.75,197.16651686043923
2018-07-16,181.35,197.13629087015917
2018-07-17,181.45,197.14353056808773
2018-07-18,178.5,197.18201274494186
2018-07-19,177.45,197.0903700078466
2018-07-20,175.8,197.03626192214722
2018-07-23,177.05,197.16947868565848
2018-07-24,177.75,197.10727460912216
2018-07-25,175.65,197.05050210194858
2018-07-26,181.85,200.22808655454452
2018-07-27,179.9,197.13454452111526
2018-07-30,183.2,197.68580822372672
2018-07-31,182.3,197.2102754394848
2018-08-01,184.7,197.60241161607402
2018-08-02,188.7,198.26041883868973
2018-08-03,190.2,197.5974283074284
2018-08-06,189.45,197.5801688330851
2018-08-07,189.1,197.4937069554323
2018-08-08,189.5,197.49957169981496
2018-08-09,192.6,198.23105848008296
2018-08-10,190.55,197.71238994058038
2018-08-13,188.0,197.5090843094568
2018-08-14,187.9,197.40602241793877
2018-08-16,187.7,197.4618912200127
2018-08-17,187.1,197.38291544000955
2018-08-20,187.65,197.40505765168373
2018-08-21,187.55,197.35129366355412
2018-08-23,190.2,197.87819971210087
2018-08-24,190.95,198.08024532832403
2018-08-27,197.8,203.40053432723982
2018-08-28,197.15,199.65273027511932
2018-08-29,193.05,198.20864616259206
2018-08-30,196.95,202.18213188581709
2018-08-31,201.5,205.0593177233015
2018-09-03,194.5,199.2005752929899
2018-09-04,194.45,198.26705582709636
2018-09-05,195.65,198.8581745050082
2018-09-06,199.3,204.19423488199234
2018-09-07,195.7,199.0413744935812
2018-09-10,192.95,197.78337389289393
2018-09-11,186.9,197.55152827774532
2018-09-12,193.8,202.0840475560124
2018-09-14,200.15,205.54960306227508
2018-09-17,201.9,203.96166120236163
2018-09-18,198.9,200.97876090493278
2018-09-19,198.3,199.5588749690997
2018-09-21,200.4,202.11912898569506
2018-09-24,197.6,199.0935487365713
2018-09-25,192.6,198.01338336318193
2018-09-26,192.85,197.83719032178053
2018-09-27,194.55,198.65860437986086
2018-09-28,188.4,197.69773957348815
2018-10-01,192.4,199.20084037024088
2018-10-03,188.95,197.47939350224445
2018-10-04,189.25,197.61955615177192
2018-10-05,187.3,197.48205145841985
2018-10-08,186.65,197.3970744443926
2018-10-09,186.55,197.41262923495097
2018-10-10,187.15,197.4345961651909
2018-10-11,185.7,197.31306794355262
2018-10-12,188.45,197.80375754329316
2018-10-15,188.1,197.42255634208283
2018-10-16,187.2,197.35022760761782
2018-10-17,189.1,197.642671031733
2018-10-19,189.15,197.5676340554352
2018-10-22,189.15,197.52612180854112
2018-10-23,190.95,198.07401421700902
2018-10-24,190.4,197.62789064029815
2018-10-25,191.3,197.73575050189604
2018-10-26,188.4,197.49724850244436
2018-10-29,189.55,197.52244880045333
2018-10-30,186.15,197.44201617311947
2018-10-31,185.95,197.30147566279518
2018-11-01,188.45,197.68694252448375
2018-11-02,189.85,197.81527942413027
2018-11-05,186.05,197.43186709072864
2018-11-06,188.1,197.53355187360117
2018-11-07,189.05,197.53744542021488
2018-11-09,191.7,197.9584958497933
2018-11-12,185.95,197.52194594387962
2018-11-13,184.05,197.30162580140077
2018-11-14,185.95,197.51188162873976
2018-11-15,187.1,197.4467810983388
2018-11-16,188.1,197.52821584698742
2018-11-19,189.7,197.62648767045744
2018-11-20,188.4,197.5428633406135
2018-11-21,182.1,197.38424369973072
2018-11-22,179.8,197.16111618083744
2018-11-26,182.45,197.45370687009205
2018-11-27,182.55,197.23356919271282
2018-11-28,184.3,197.43565000889612
2018-11-29,180.5,197.12602972258904
2018-11-30,180.15,197.18323109458333
2018-12-03,183.8,198.58021119511673
2018-12-04,187.25,197.9745786397541
2018-12-05,183.5,197.33742847108346
2018-12-06,183.5,197.23512589299176
2018-12-07,182.65,197.27639820546352
2018-12-10,179.3,197.14114630956175
2018-12-11,180.3,197.24631445175714
2018-12-12,182.55,197.44262247447406
2018-12-13,182.55,197.1625062200805
2018-12-14,185.7,197.90549045672347
2018-12-17,192.55,202.89387077006836
2018-12-18,196.35,200.49951416571062
2018-12-19,199.0,201.4013644429575
2018-12-20,197.95,198.84289987739803
2018-12-21,196.9,198.93007796648516
2018-12-24,193.95,198.17747911215258
2018-12-26,195.3,198.56831935551466
2018-12-27,196.55,201.93071437445255
2018-12-28,197.05,199.14312464780832
2018-12-31,198.65,200.692937946794
2019-01-01,200.0,200.74773135416666
2019-01-02,195.25,198.5045693541974
2019-01-03,193.05,197.8539634619804
2019-01-04,195.9,199.3338021136326
2019-01-07,198.45,200.3503209304856
2019-01-08,197.35,198.8592470262433
2019-01-09,197.6,199.27602101984547
2019-01-10,195.65,198.51825136320193
2019-01-11,194.35,198.18318653426434
2019-01-14,192.5,197.79864923887064
2019-01-15,192.45,198.8782399190329
2019-01-16,192.0,197.78430202245573
2019-01-17,193.9,198.30051877697815
2019-01-18,193.6,198.346943214231
2019-01-21,191.25,197.84658080911157
