"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 23, 2013","111.30","106.60","112.10","102.05","26.77M","3.82%"
"Jun 16, 2013","107.20","109.05","109.70","105.00","11.00M","-1.74%"
"Jun 09, 2013","109.10","111.00","111.85","105.35","11.20M","-1.40%"
"Jun 02, 2013","110.65","113.35","113.85","110.45","10.54M","-2.34%"
"May 26, 2013","113.30","109.20","115.00","109.00","12.98M","3.94%"
"May 19, 2013","109.00","116.00","116.10","108.10","13.48M","-6.07%"
"May 12, 2013","116.05","112.00","116.90","111.40","15.98M","3.29%"
"May 05, 2013","112.35","111.55","115.20","110.40","9.74M","0.31%"
"Apr 28, 2013","112.00","109.55","115.50","109.50","12.48M","1.54%"
"Apr 21, 2013","110.30","106.25","112.30","106.25","10.72M","3.08%"
"Apr 14, 2013","107.00","105.00","108.15","103.65","7.89M","1.42%"
"Apr 07, 2013","105.50","105.00","106.20","102.80","7.00M","0.81%"
"Mar 31, 2013","104.65","105.25","107.65","103.75","11.60M","-1.09%"
"Mar 24, 2013","105.80","103.40","106.40","103.00","7.01M","3.27%"
"Mar 17, 2013","102.45","108.90","109.40","100.85","15.41M","-6.01%"
"Mar 10, 2013","109.00","109.95","110.75","108.10","13.63M","-0.91%"
"Mar 03, 2013","110.00","108.00","110.15","106.30","12.47M","1.90%"
"Feb 24, 2013","107.95","109.50","112.25","102.05","36.19M","-1.01%"
"Feb 17, 2013","109.05","105.25","109.65","105.25","25.48M","3.22%"
"Feb 10, 2013","105.65","111.50","115.35","103.50","25.14M","-5.03%"
"Feb 03, 2013","111.25","110.55","112.80","109.00","10.92M","0.72%"
"Jan 27, 2013","110.45","111.10","113.40","109.60","20.99M","-0.50%"
"Jan 20, 2013","111.00","114.35","115.25","110.30","16.01M","-3.44%"
"Jan 13, 2013","114.95","113.10","115.45","110.40","28.46M","1.59%"
"Jan 06, 2013","113.15","115.00","116.95","112.85","18.92M","-1.57%"
"Dec 30, 2012","114.95","113.50","115.60","112.90","19.06M","1.28%"
"Dec 23, 2012","113.50","114.80","116.20","112.30","10.70M","-1.05%"
"Dec 16, 2012","114.70","116.30","117.90","114.50","11.12M","-1.33%"
"Dec 09, 2012","116.25","118.80","119.20","115.75","15.65M","-2.06%"
"Dec 02, 2012","118.70","118.15","121.25","117.55","16.50M","0.68%"
"Nov 25, 2012","117.90","120.00","120.95","116.90","20.03M","-1.54%"
"Nov 18, 2012","119.75","119.10","122.45","118.70","13.86M","0.55%"
"Nov 11, 2012","119.10","119.65","120.75","118.30","14.41M","-0.38%"
"Nov 04, 2012","119.55","117.90","120.90","116.50","12.13M","1.31%"
"Oct 28, 2012","118.00","114.15","118.30","112.80","8.89M","3.65%"
"Oct 21, 2012","113.85","118.45","119.20","113.50","14.39M","-4.65%"
"Oct 14, 2012","119.40","119.60","120.95","118.25","10.99M","-0.46%"
"Oct 07, 2012","119.95","118.00","120.65","115.00","15.62M","1.48%"
"Sep 30, 2012","118.20","120.05","121.00","95.20","20.31M","-1.91%"
"Sep 23, 2012","120.50","120.20","121.50","115.60","28.10M","0.21%"
"Sep 16, 2012","120.25","120.80","121.10","116.00","20.30M","0.21%"
"Sep 09, 2012","120.00","121.30","123.00","118.90","12.78M","-1.56%"
"Sep 02, 2012","121.90","120.10","124.70","119.30","11.83M","2.05%"
"Aug 26, 2012","119.45","116.80","123.00","116.75","15.81M","2.01%"
"Aug 19, 2012","117.10","117.05","120.25","116.20","8.23M","-0.47%"
"Aug 12, 2012","117.65","119.00","122.50","116.25","7.74M","-1.59%"
"Aug 05, 2012","119.55","118.95","121.55","117.80","13.77M","1.06%"
"Jul 29, 2012","118.30","114.45","120.70","114.00","21.19M","3.45%"
"Jul 22, 2012","114.35","110.65","115.00","108.55","18.11M","2.79%"
"Jul 15, 2012","111.25","111.75","113.20","110.75","6.65M","-0.71%"
"Jul 08, 2012","112.05","112.85","114.50","111.75","7.26M","-0.84%"
"Jul 01, 2012","113.00","113.60","114.80","111.10","9.23M","-0.48%"
"Jun 24, 2012","113.55","109.65","114.60","107.25","13.16M","3.18%"
"Jun 17, 2012","110.05","106.50","110.70","105.70","18.60M","3.77%"
"Jun 10, 2012","106.05","108.00","108.50","105.00","14.08M","-0.89%"
"Jun 03, 2012","107.00","103.00","111.10","102.10","18.78M","3.23%"
"May 27, 2012","103.65","103.50","108.25","103.00","12.35M","-0.43%"
"May 20, 2012","104.10","104.90","105.90","102.25","5.92M","-0.95%"
"May 13, 2012","105.10","101.00","106.80","100.10","10.86M","3.70%"
"May 06, 2012","101.35","106.40","107.15","100.20","9.72M","-5.06%"
"Apr 29, 2012","106.75","108.00","112.05","106.10","7.99M","-1.39%"
"Apr 22, 2012","108.25","113.45","114.50","107.25","9.42M","-4.92%"
"Apr 15, 2012","113.85","111.95","115.35","111.00","13.24M","1.65%"
"Apr 08, 2012","112.00","110.10","113.80","108.55","13.95M","1.04%"
"Apr 01, 2012","110.85","108.10","111.30","107.65","9.05M","2.50%"
"Mar 25, 2012","108.15","107.00","109.35","104.80","20.38M","0.42%"
"Mar 18, 2012","107.70","108.20","109.40","105.30","9.98M","-0.09%"
"Mar 11, 2012","107.80","111.00","113.40","107.25","15.44M","-2.13%"
